Name,A,I,O,R,F,Pin,Function,"Power, Clock, Debug, System",ICU,SSI_COMMON,IIC,AGT,ETHERC_RMII,SCI,GPT,ADC,CANFD,GPT_POEG,RTC,CAC,SSI,SPI,USB_HS,CEC,CTSU,USB_FS,SDHI,GPT_OPS,QSPI,BUS_ASYNCH,OSPI,DAC,Symbolic Name,IRQ,Mode,Port Capabilities,Pin Function Comment,Direction,Remarks,Pin Number Comment,Pull up,Output type,Drive Capacity
"SCI3: SCK3""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SCL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SCL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI3: SCL3""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SDA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SDA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SDA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: TXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: TXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI3: TXD3""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: CTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: CTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: CTSRTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: CTSRTS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: RXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: RXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: RXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SCK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SCK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI4: SCK4""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SCL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI4: SCL4""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI4: SCL4""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SDA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SDA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SDA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: SDA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: TXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI4: TXD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI4: TXD4""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI4: TXD4""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: CTS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: CTSRTS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI5: CTSRTS5""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: RXD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: SCK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: SCK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: SCL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI5: SCL5""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: SDA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI5: TXD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI5: TXD5""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: CTS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: CTS6""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: CTSRTS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: CTSRTS6""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: RXD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: RXD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: SCK6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: SCK6""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: SCK6""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: SCL6""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: SCL6""",,,,,,,IO,,,None,n-ch open drain,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: SDA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI6: SDA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: TXD6""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI6: TXD6""",,,,,,,IO,,,None,n-ch open drain,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: CTS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: CTS7""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: CTSRTS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: CTSRTS7""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: RXD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: RXD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: SCK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: SCK7""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: SCL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: SCL7""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: SDA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI7: SDA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: TXD7""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI7: TXD7""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: CTS8""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: CTS8""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: CTSRTS8""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: CTSRTS8""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI8: RXD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI8: SCK8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI8: SCL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: SCL8""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI8: SDA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI8: TXD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI8: TXD8""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: CTS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: CTS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: CTS9""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: CTS9""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: CTSRTS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: CTSRTS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: CTSRTS9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: CTSRTS9""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: RXD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: RXD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: RXD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SCK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SCK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: SCK9""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SCL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: SCL9""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SDA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SDA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: SDA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: TXD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI9: TXD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI9: TXD9""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0CD""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0CLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0CLK""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0CMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0CMD""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0DAT0""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0DAT6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0DAT7""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHI0: SD0WP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SDHI0: SD0WP""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MISOA""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MISOA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MISOA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MOSIA""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MOSIA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: MOSIA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: RSPCKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: RSPCKA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: RSPCKA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: SSLA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: SSLA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA0""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA0""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: SSLA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA1""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA1""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA2""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA2""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA2""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: SSLA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI0: SSLA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI0: SSLA3""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: MISOB""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: MISOB""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: MOSIB""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: MOSIB""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: RSPCKB""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: RSPCKB""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB0""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB0""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB1""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB1""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI1: SSLB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB2""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPI1: SSLB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI1: SSLB3""",,,,,,,IO,,,None,CMOS,High Speed High ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI_COMMON0: AUDIO_CLK""",,,,,,,IO,,,input pull-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI_COMMON0: AUDIO_CLK""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI_COMMON0: AUDIO_CLK""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSI0: SSIBCK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSIBCK0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSIBCK0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSI0: SSIDATA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSI0: SSILRCK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSILRCK0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSILRCK0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSIRXD0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSIRXD0""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSITXD0""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SSI0: SSITXD0""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB_FS0: USB_EXICEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_EXICEN""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_EXICEN""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USB_FS0: USB_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_ID""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_ID""",,,,,,,IO,,,input pull-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURA""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURA""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURB""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURB""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_OVRCURB""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_VBUS""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_VBUSEN""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_VBUSEN""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_VBUSEN""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_FS0: USB_VBUSEN""",,,,,,,IO,,,,CMOS,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_EXICEN""",,,,,,,IO,,,input pull-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_EXICEN""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_ID""",,,,,,,IO,,,,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_ID""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_OVRCURA""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_OVRCURB""",,,,,,,IO,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_VBUS""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USB_HS0: USBHS_VBUSEN""",,,,,,,IO,,,None,CMOS,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
